topicIdx,short,key,usercode,created,long,version,mode,conf,wordNum,duration,randomImage_idx
43,Death,6003602728419328,NEKCG1LU,2015-03-03T12:04:18,The beloved wife died.,4,topic-in-a-box,4,5,19,4
6,war on Iraq,6004227377725440,R3CS9NMF,2015-03-05T16:31:55,President Bush declares war o Iraq.,4,wordcloud,4,20,1020,4
40,Energy,6006519548084224,V39YTL3W,2015-03-03T10:49:59,global dependence on oil and natural gas for electricity and its environmental impact,4,topic-in-a-box,3,10,55,2
21,News,6006678998745088,B8R8L816,2015-03-03T13:58:34,"The article is some sort of news article, I am not sure what it is exactly.",4,word,3,20,94,2
37,City Planning,6007712743686144,CPBPZQHD,2015-03-03T06:45:26,It details how a building comes about.,4,topic-in-a-box,3,10,77,5
39,energy needs,6008008022687744,JNY2YTSA,2015-03-05T17:39:12,A discussion of how to best supply energy to those who need it most,4,word,3,5,36,2
22,family,6009226182787072,4ONCDX8J,2015-03-05T16:01:04,discussing family structure and living arrangements ,4,wordcloud,4,20,72,2
34,Weather,6009519314305024,INGECKBS,2015-03-04T16:24:09,Winter storm knocked down trees oby the coast.,4,wordcloud,3,5,98,5
3,Religion,6010962423316480,F5LFE2N9,2015-03-05T15:54:34,What was the role of the Catholic Church in the Holocost,4,histogram,4,20,43,3
36,Urban Building,6011493388648448,G2DR69AC,2015-03-05T17:22:57,Large buildings in urban areas require a great deal of planning and are complicated undertakings.,4,wordcloud,4,10,46,2
25,school,6011925032861696,46VE587V,2015-03-05T12:58:27,many elements of students lives can be examined to contribute to success.,4,word,4,20,26,4
8,economy ,6013967826681856,HZRNU7IN,2015-03-05T17:52:37,This is an article discussing the US economy.,4,word,4,20,51,2
17,Legal,6014673275060224,RL9T0V60,2015-03-05T17:02:34,Some type of legal case.,4,word,5,10,17,1
8,quantitative,6015842043035648,BYHIGTQE,2015-03-05T16:16:10,"Most of these can be represented in numbers, hence the quantitative remark above.",4,word,5,10,50,2
20,NEW YORK,6017900942983168,YYTAN1YT,2015-03-03T22:41:26,NEWS STORY ABOUT SOMETHING GOING ON IN NEW YORK,4,word,4,20,45,5
41,Basketball,6017926981222400,AUOUTUJT,2015-03-03T07:26:02,New York Basketball teams and players.,4,topic-in-a-box,4,10,54,4
12,online companies,6019139504177152,1JRBWLAO,2015-03-05T13:07:55,The concept is about technology and online companies that use videos. ,4,wordcloud,4,20,42,1
3,religion,6019937025916928,PFNPYC5C,2015-03-04T02:55:48,"the belief in and worship of a superhuman controlling power, especially a personal God or gods.",4,word,5,10,34,2
18,cities in california,6022823243939840,FG3174NE,2015-03-04T04:24:33,names of cities in california,4,word,4,5,108,4
4,Religious Study,6023054903738368,2IF7KZYB,2015-03-04T14:25:14,People of various religons secretly read their religious books.,4,topic-in-a-box,3,10,77,5
46,School,6023462657196032,APZSH3RA,2015-03-03T13:25:11,I believe this is talking about a school where people can go to learn for free.,4,histogram,3,20,24,1
12,Product research,6025090986672128,IIRWIBHY,2015-03-05T01:27:01,How do people research products before buying.,4,histogram,4,20,35,5
21,What the public news says,6025600208732160,69BPB0QD,2015-03-05T12:57:40,An article talking about what the public news publishes. ,4,histogram,4,5,51,2
48,baseball news,6026096277454848,8XKRTVIK,2015-03-05T17:57:25,"News of various baseball players, their contracts, and and movements to different teams.",4,histogram,4,5,43,2
4,New York,6026302972755968,8J70BSFP,2015-03-04T04:39:07,busy city,4,word,4,20,10,1
2,Cable News,6026602278289408,XZQKZPM9,2015-03-05T20:32:51,Cable news and ratings,4,histogram,4,10,15,4
35,Finances of Companies,6027111500349440,R4P6NUA9,2015-03-03T07:00:31,Finances concerning CEO's including stocks and other investments. ,4,histogram,4,20,34,1
43,Youth,6027658571808768,STXFNULV,2015-03-04T00:37:05,Both men and women can still be considered youth even though they're not quite children anymore; they can still be lumped into the category of youth.,4,word,4,5,49,5
45,cars,6029085574692864,JXCLVAZQ,2015-03-05T13:04:52,What are some of the hot cars being produced,4,histogram,4,10,39,2
39,tournament,6029712371482624,U23Z5RPU,2015-03-05T20:16:43,description of tennis tournament,4,topic-in-a-box,4,20,40,2
37,American election,6030544789831680,PXSPP2SF,2015-03-05T16:08:00,Democrats and republicans are chosen in an election.,4,wordcloud,4,20,53,2
43,couples and kids,6030822352093184,67ZE0XEK,2015-03-03T23:58:23,"Women have children, a young woman is attracted to men.",4,word,2,5,47,3
14,health,6031560012726272,NCFRNXEM,2015-03-05T13:02:04,disease is the state of dis - ease regarding proactive health measures being taken,4,histogram,4,20,21,3
19,California City guidelines,6031859318259712,DV10Y1K8,2015-03-06T08:29:00,Guidelines for various cities in California.,4,topic-in-a-box,2,5,47,5
18,Federal Issues,6032265461104640,GKENX5XE,2015-03-05T13:12:22,Discussing law/federal issues that occur,4,topic-in-a-box,4,5,21,5
38,pro tennis,6032812532563968,TCDW77U9,2015-03-05T04:37:59,pro tennis event won by one of the william sisters,4,histogram,4,5,65,1
24,Super Bowl,6033423223226368,19CORV2P,2015-03-06T03:53:20,There is a Super Bowl this week between the Giants and Patriots.,4,word,3,10,29,4
41,Middle East war,6033621060157440,MYR394F4,2015-03-05T15:28:09,The concept is the ongoing war in the Middle East.,4,histogram,4,10,52,2
2,Health Insurance,6033930834673664,GVKKCWK3,2015-03-03T21:59:13,"Discussion of whether health care should be under state, or national governmental regulation.",4,topic-in-a-box,4,10,52,1
12,COMPUTER ,6034154709843968,6W8WJ6UW,2015-03-05T17:52:27,COMPUTER AND SOFTWARE INDUSTRY INFORMATION ,4,wordcloud,5,10,53,2
7,house sale,6034229603336192,OQD5SR2R,2015-03-05T12:50:17,The words represent details of housing units for sale,4,histogram,4,20,55,5
37,democrats verses republicans ,6034676816805888,W8I0A3ZS,2015-03-05T03:31:36,discussion on the rolls of democrates and replublicans in the house ,4,histogram,4,5,69,2
41,Husseins execution ,6037109110472704,VLK5HP6L,2015-03-03T06:09:59,The hanging of Sadam Hussein.,4,histogram,5,5,30,3
17,legal,6037588536197120,9ETAJ0X5,2015-03-03T12:19:08,The words represent a legal procedure such as a trial,4,word,4,5,33,5
46,art,6039383564091392,29JEYGKS,2015-03-03T09:51:10,There is a free street art center near the road. ,4,wordcloud,4,5,44,3
8,Increase Sales,6039411749814272,6GLJACV6,2015-03-06T03:33:00,The business of sales is a growing market.,4,wordcloud,4,10,98,2
27,Fashion museum.,6040007944962048,XZ5JAPDT,2015-03-05T17:51:17,A museum which showcases antique fashions from different countries.,4,wordcloud,3,20,41,3
13,police,6040655411281920,46VE587V,2015-03-05T12:58:27,police the police because they have too much power and are out of control,4,word,5,20,18,4
14,medicine,6041257512009728,1L9KZI8S,2015-03-03T07:26:13,cures to diseases from patient studies,4,word,4,10,35,2
36,City Structure,6041988730191872,Y6HGO4D3,2015-03-05T16:02:30,This is about general city layout and construction.,4,histogram,2,10,63,3
7,Real Estate Listing,6042219316248576,N5MGY4AG,2015-03-05T14:59:42,Description of a million dollar home that is being listed for sale,4,wordcloud,3,10,66,3
25,NFL playoffs,6042510837153792,YJ8XHHZ0,2015-03-05T17:06:09,The words show the progression of the NFL playoffs Super Bowl between the Giants and Patriots.,4,topic-in-a-box,4,10,59,3
27,Fashion ,6042897115774976,H93GOXRT,2015-03-04T04:22:39,This concept is about fashion,4,word,5,10,24,5
11,Opinion,6043192394776576,AA6KCOTJ,2015-03-06T12:56:48,This concept is about someone's opinion,4,histogram,3,20,15,5
19,Sports Teams of California,6044410554875904,QYBCI1LN,2015-03-05T20:39:25,The rules of California sports teams,4,topic-in-a-box,4,10,47,4
14,Biomedical Science,6045260958400512,11K1JX0W,2015-03-05T16:39:56,This is the field that investigates topics related to health and medicine.,4,histogram,4,5,36,4
4,new york city,6046146795405312,IBAXASNG,2015-03-05T20:11:37,about the city of new york and what you can do there,4,wordcloud,3,20,28,3
35,"Weather, Park, Winter",6046677760737280,LDMDCQ67,2015-03-05T23:38:23,"The tress in the park are covered with ice, water, and snow.",4,topic-in-a-box,4,10,135,2
13,law enforcement,6047109404950528,WNHE9Q0K,2015-03-05T18:11:29,"The words likely come from articles talking about the recent killing of police officers, and that the men who did this were charged with murder",4,histogram,4,10,71,3
39,Energy,6048449434746880,53D6GU46,2015-03-05T15:25:09,This is a list of words related to the use of energy for humans.,4,word,5,10,100,5
11,People's thoughts,6049857647149056,H8300F1G,2015-03-06T08:31:48,Different viewpoints people have about thoughts.,4,histogram,3,10,40,4
39,Effects of Energy,6051026415124480,7THR248H,2015-03-05T20:45:26,The effects that energy consumption has on the environment.,4,wordcloud,4,10,92,4
34,ecology,6053893842665472,AOVTZ2Y0,2015-03-05T20:44:57,ecological description of a habitat,4,wordcloud,3,20,204,1
19,Literature,6055046504513536,BIGZV33A,2015-03-05T18:06:59,"The words may come from newspaper articles that review books, whether they be books about life or history.",4,histogram,3,5,30,2
15,Art exhibit,6055353057804288,2YABPVND,2015-03-03T12:46:40,An exhibition of some art and films,4,word,4,5,21,1
11,Opinion,6060303544483840,YBTJF7IC,2015-03-06T12:53:49,This article deals with people's opinions,4,histogram,2,10,19,4
37,presidental elections,6060542988910592,A0CSZK0W,2015-03-05T23:43:11,"elections in USA to decide who will be senator ,president",4,histogram,4,10,58,3
14,Health insurance,6060617882402816,U4MX2X3J,2015-03-05T16:58:57,The current health insurance issues.,4,histogram,3,10,28,4
30,US Iraq War,6061487344844800,456LYYCF,2015-03-03T06:15:42,The conflict between the United States of America and Iraq.,4,histogram,4,20,32,1
21,NYC politics,6061786650378240,ZGQEYEIL,2015-03-05T15:09:09,Discussion of what is happening politically in New York City.,4,topic-in-a-box,4,20,44,3
49,chinese train,6063497389539328,BLOO3H6B,2015-03-03T22:09:41,In Chinese cities the mode of transit is by us or train,4,word,2,10,94,5
14,Healthcare research,6063548392275968,5P09WQXU,2015-03-03T13:46:39,Healthcare research is taking place.,4,word,3,10,38,1
22,something made public,6064157472325632,UR3KGOOV,2015-03-05T18:05:04,something was made public in an interview with Libby,4,topic-in-a-box,2,20,107,4
4,city,6064896743571456,TW4RQGO4,2015-03-05T15:15:02,These are all topics one would find in New York City.,4,histogram,4,10,21,2
20,Locations,6065198196588544,STXFNULV,2015-03-04T00:37:05,The locations in which people live could vary from city to state to local.,4,word,4,5,51,5
35,Company reports financials,6065515218862080,AW9B0XHU,2015-03-05T22:19:43,The chief executive reports financial results to investors and other executives,4,histogram,3,10,75,4
41,Saddam's execution,6065771843158016,WEW4R74F,2015-03-04T16:26:48,The former leaderof Iraq was hanged for war crimes,4,histogram,4,10,244,3
6,war in irak,6066396224028672,6MKCH3N2,2015-03-05T23:09:20,bush' s administration was horrible ,4,word,4,10,45,4
9,Top Ski States,6067043690348544,6O8K20EG,2015-03-05T16:47:37,Many states have the best ski mountains this time of year. ,4,word,5,5,35,2
14,police report,6067645791076352,WATLI52O,2015-03-04T10:20:32,A police report of a man being murdered,4,topic-in-a-box,3,5,27,2
34,Global Warming ,6067996904652800,MC33U7Z4,2015-03-03T06:47:18,The latest reports of the global warming effects on the environment.,4,word,3,20,205,5
24,Sports,6068899116220416,CZF6UYZ7,2015-03-06T07:24:24,Words describing sports and involvement. ,4,histogram,5,5,23,4
44,Theater,6069861188894720,4RDM8YJJ,2015-03-03T06:22:15,"Different aspects of theater: dance, ballet, opera.",4,word,4,5,22,3
44,Women and children,6071734331506688,1NNGXA4U,2015-03-05T15:33:40,More women are raising young children.,4,topic-in-a-box,3,5,43,5
1,health state care,6071916062310400,3VW41VPJ,2015-03-05T17:07:56,This concept is about state healthcare,4,word,4,10,25,4
30,Iraq war,6072528363585536,7N4VF1Q1,2015-03-04T10:55:24,American government officials talk about military involvement in Iraq war?,4,histogram,2,10,48,5
37,Political Party elections,6073336891179008,0T91DRN3,2015-03-05T15:04:35,The elections for the House and Senate were primarily run by the Democratic and Republican Parties.,4,histogram,4,10,84,2
23,Death,6073971472596992,JQLJUCS8,2015-03-03T07:37:34,Friends and family will always mourn for each other should a loved one pass away.,4,word,4,5,21,1
10,air travel security,6074596121903104,Z6PC2QBA,2015-03-05T15:45:02,The article is about security during air travel.,4,word,4,5,23,5
49,sports,6076239215329280,3ITZJPTZ,2015-03-05T00:44:13,The sports and play of active recreation.,4,topic-in-a-box,5,5,43,1
27,Art,6076888292261888,WGFYSRR2,2015-03-03T07:32:16,Different kinds of art across countries.,4,word,3,20,33,3
47,Fine Arts,6078376766865408,LIV4F0PR,2015-03-05T16:39:44,Museums and theaters in large cities offer great entertainment.,4,topic-in-a-box,2,10,113,2
46,test,6078872835588096,K06VSZSN,2015-03-06T04:34:13,test,4,word,1,10,2,3
13,Police deaths,6079594926964736,ESWMFERB,2015-03-05T15:11:23,Polices were killed yesterday.,4,histogram,4,5,16,4
44,Dace company,6079888058482688,Y650265M,2015-03-04T04:18:44,The concept is about a dance company.,4,word,4,10,19,2
32,wife,6081331167494144,ZVDLH7RN,2015-03-05T15:15:34,years wife died,4,wordcloud,3,5,40,4
33,Growing old,6081862132826112,79E052R3,2015-03-05T16:35:26,How people talk of life getting better with age.,4,word,2,5,41,4
18,football,6083321347964928,6QVA7WE2,2015-03-06T00:18:08,This article is about a football game,4,histogram,5,20,113,2
4,turn,6084336570859520,G5IXSBD8,2015-03-05T16:49:15,turn it down.,4,wordcloud,3,10,6,3
45,Auto industry,6085042019237888,H90KQUGE,2015-03-05T16:22:52,Articles about the auto industry specifically in North America.,4,histogram,5,20,41,4
21,Public Opinion,6086210787213312,QXT22H6W,2015-03-05T15:25:37,Current Public Opinion,4,histogram,5,5,30,5
28,international diplomacy,6086397618290688,BEBD6H07,2015-03-05T17:57:55,current international affairs and discussions,4,histogram,3,20,61,1
31,political governments,6087115146264576,UQ7NQT8P,2015-03-03T03:54:27,it is about type of political and religious governments and their positions,4,topic-in-a-box,2,20,145,4
14,drug trial,6088269687160832,9ETAJ0X5,2015-03-03T12:19:08,The words represent medical research for a drug trial.,4,word,4,5,35,5
49,China immigration,6088295725400064,52Y4FQBN,2015-03-03T06:37:41,The articles are talking about things related to China immigration.,4,word,4,20,28,4
26,college,6090120549629952,UQ7NQT8P,2015-03-03T03:54:27,it is about colleges and types of schooling,4,topic-in-a-box,2,20,53,4
7,REAL ESTATE,6090305770094592,4IPSLHK4,2015-03-03T14:08:43,THE REAL ESTATE IN HOUSES AND BUILDINGS,4,histogram,3,10,35,5
27,cloting worn somewhere,6093191988117504,SKKTRCSD,2015-03-03T13:58:39,This is about a certain type of clothing.,4,word,3,5,36,3
38,sports news,6093831401373696,NXAPM4RC,2015-03-03T08:19:59,These are news having to do with a certain sports match or event.,4,wordcloud,2,20,50,3
4,Opening of a play,6095459730849792,I5RID8JJ,2015-03-04T12:51:30,Opening of an off-Broadway play in NYC,4,histogram,2,10,44,3
9,Skiing locations,6095802254491648,CB8J112Z,2015-03-06T07:30:44,Various locations in the United States of America to ski.,4,wordcloud,5,5,23,4
12,Viral online video,6096671716933632,4HCDF5ML,2015-03-04T01:41:09,A web-site today was the center of attention on the internet with a video that went viral. ,4,word,3,5,91,5
25,education,6096971022467072,RK3TSEQH,2015-03-05T18:08:16,these relate to higher education,4,wordcloud,4,10,10,1
28,Foreign policy,6097480244527104,QRXY3G1E,2015-03-03T03:05:20,U.S. and Iran discuss foreign policies.,4,histogram,4,10,33,4
46,Activities,6098027315986432,DE7R65PM,2015-03-03T08:25:27,Activities for kids to do on a weekend,4,wordcloud,3,20,13,5
5,Nightlife,6100081115660288,C1VDG6IC,2015-03-05T18:19:48,Components of a place with a good nightlife,4,wordcloud,4,20,122,3
42,Obituary,6100913534009344,587FF07K,2015-03-05T15:14:00,Obituary of a loving wife and devoted husband.,4,word,3,10,59,4
